 	ROI	z	a	stoichiometry	xpos	ypos	x0	y0	Chi^2	Good?	wx	wy	streak or spot?	Correlation Coefficient	free or bound?	iFirst	iSecond	pthresh	realthreshold	Above threshold?	Shape-Binding
1	1	156.381	584.918	97.486	89.734	73.000	-0.266	0.000	63.555	0	78.936	22.768	streak	0.517	bound	134.327	134.327	157.581	170.134	yes	streak-bound
2	2	154.873	457.555	76.259	66.000	51.000	0.000	0.000	60.848	0	22.768	22.768	streak	0.495	free	122.898	122.898	156.827	169.350	yes	streak-free
3	3	144.578	444.539	74.090	31.000	34.000	0.000	0.000	57.815	0	22.768	22.768	streak	0.444	free	119.041	119.041	153.144	165.519	yes	streak-free
4	4	160.645	391.989	65.331	75.000	57.000	0.000	0.000	79.068	0	22.768	22.768	streak	0.472	free	129.918	129.918	155.319	167.782	yes	streak-free
5	5	148.529	387.969	64.661	31.000	79.984	0.000	-0.016	55.648	0	26.263	23.306	streak	0.405	free	123.735	123.735	154.201	166.619	yes	streak-free
6	6	168.810	357.435	59.573	65.984	73.000	-0.016	0.000	70.227	0	23.127	22.768	streak	0.435	free	132.551	132.551	156.836	169.359	yes	streak-free
7	7	147.281	443.111	73.852	63.766	37.938	-0.234	-0.062	61.677	0	73.646	83.964	streak	0.419	free	132.000	132.000	155.643	168.118	yes	streak-free
8	9	156.556	422.842	70.474	49.734	46.000	-0.266	0.000	79.371	0	78.278	22.768	streak	0.492	free	127.796	127.796	155.653	168.129	yes	streak-free
9	10	130.997	376.343	62.724	12.000	77.750	0.000	-0.250	56.569	0	22.768	113.841	streak	0.376	free	109.612	109.612	153.308	165.689	yes	streak-free
10	11	144.444	431.734	71.956	90.719	62.922	-0.281	-0.078	59.773	0	79.571	85.995	streak	0.434	free	129.510	129.510	152.611	164.964	yes	streak-free
11	12	138.843	272.525	45.421	7.984	12.203	-0.016	0.203	59.513	0	374.908	72.701	streak	0.470	free	130.510	130.510	151.564	163.875	yes	streak-free
12	13	150.595	269.695	44.949	59.391	34.734	0.391	-0.266	51.943	0	347.475	81.053	streak	0.393	free	139.184	139.184	151.581	163.893	yes	streak-free
13	14	136.983	391.478	65.246	60.750	44.000	-0.250	0.000	59.549	0	148.828	22.768	streak	0.409	free	115.490	115.490	150.624	162.897	yes	streak-free
14	15	151.990	305.163	50.860	67.000	82.000	0.000	0.000	63.537	0	22.768	22.768	streak	0.449	free	133.878	133.878	150.795	163.075	yes	streak-free
15	16	140.809	448.397	74.733	15.000	44.422	0.000	0.422	62.951	0	22.768	103.216	streak	0.411	free	122.224	122.224	150.246	162.504	yes	streak-free
16	17	132.397	376.672	62.779	46.781	71.000	-0.219	0.000	46.493	0	74.070	25.007	streak	0.331	free	117.837	117.837	149.267	161.484	yes	streak-free
17	18	128.607	447.461	74.577	82.250	67.188	0.250	0.188	50.679	0	71.377	99.861	streak	0.331	free	106.735	106.735	148.186	160.359	yes	streak-free
18	19	139.240	457.381	76.230	42.422	80.000	0.422	0.000	68.962	0	91.073	22.768	streak	0.410	free	119.959	119.959	147.778	159.934	yes	streak-free
19	20	152.593	265.218	44.203	15.828	27.984	-0.172	-0.016	61.194	0	232.515	23.503	streak	0.457	free	143.939	143.939	148.079	160.248	yes	streak-free
20	21	151.979	294.767	49.128	76.000	71.000	0.000	0.000	63.668	0	22.768	22.768	streak	0.398	free	109.265	109.265	148.322	160.500	yes	streak-free
21	22	135.117	354.089	59.015	53.266	67.938	0.266	-0.062	57.446	0	113.841	135.095	streak	0.422	free	133.265	133.265	147.776	159.932	yes	streak-free
22	24	162.569	345.156	57.526	53.000	16.297	0.000	0.297	57.874	0	22.768	82.779	streak	0.407	free	146.939	146.939	148.471	160.656	yes	streak-free
23	25	137.369	314.394	52.399	68.125	11.969	0.125	-0.031	56.202	0	104.564	23.485	streak	0.419	free	124.653	124.653	148.059	160.227	yes	streak-free
24	26	143.949	501.357	83.560	77.391	24.531	0.391	-0.469	55.307	0	97.019	94.414	streak	0.400	free	125.673	125.673	147.942	160.106	yes	streak-free
25	27	144.417	285.081	47.514	22.984	62.000	-0.016	0.000	59.443	0	23.485	22.768	streak	0.371	free	120.041	120.041	147.853	160.012	yes	streak-free
26	28	129.967	292.470	48.745	18.000	17.000	0.000	0.000	63.333	0	22.768	22.768	streak	0.396	free	103.388	103.388	147.235	159.369	yes	streak-free
27	30	146.722	273.248	45.541	66.000	18.000	0.000	0.000	58.281	0	22.768	22.768	streak	0.376	free	120.490	120.490	147.260	159.395	yes	streak-free
