ROI	z	a	stoichiometry	xpos	ypos	x0	y0	Chi^2	Good?	wx	wy	streak or spot?	Correlation Coefficient	free or bound?	iFirst	iSecond	pthresh	realthreshold	Above threshold?	Shape-Binding
1	55.098	180.542	15.699	65.844	42.828	-0.156	-0.172	26.315	0	67.750	77.606	streak	0.454	free	42.694	42.694	57.398	64.974	yes	streak-free
2	55.737	141.653	12.318	21.000	8.984	0.000	-0.016	20.952	0	22.768	22.768	streak	0.465	free	50.837	50.837	57.717	65.314	yes	streak-free
3	54.098	278.316	24.201	39.375	67.516	0.375	-0.484	24.378	0	79.926	85.757	streak	0.466	free	44.449	44.449	57.278	64.846	yes	streak-free
4	57.612	126.558	11.005	88.984	44.000	-0.016	0.000	25.880	0	22.947	22.768	streak	0.458	free	46.245	46.245	57.936	65.548	yes	streak-free
5	47.855	78.142	6.795	16.156	73.609	0.156	-0.391	27.323	0	70.241	338.767	Undefined	0.462	free	39.755	39.755	56.380	63.888	yes	Undefined-free
6	52.841	128.183	11.146	24.000	86.000	0.000	0.000	21.131	0	22.768	22.768	streak	0.418	free	47.653	47.653	56.173	63.668	yes	streak-free
7	45.554	71.202	6.191	16.562	21.625	-0.438	-0.375	24.817	0	137.278	380.859	Undefined	0.481	free	45.245	45.245	54.985	62.400	yes	Undefined-free
8	58.331	111.211	9.671	56.984	15.016	-0.016	0.016	24.145	0	23.485	29.465	streak	0.483	free	47.816	47.816	55.691	63.153	yes	streak-free
9	45.282	59.707	5.192	15.906	36.562	-1.094	-0.438	27.830	0	387.292	272.865	spot	0.567	bound	47.082	47.082	54.790	62.192	no	spot-bound
10	49.093	117.885	10.251	27.000	31.000	0.000	0.000	23.779	0	22.768	22.768	streak	0.430	free	39.245	39.245	54.450	61.829	yes	streak-free
11	50.524	126.279	10.981	75.844	57.281	-0.156	0.281	25.083	0	199.951	80.925	streak	0.480	free	47.041	47.041	54.302	61.671	yes	streak-free
12	51.130	123.545	10.743	80.000	77.812	0.000	-0.188	17.597	0	28.637	71.736	streak	0.392	free	40.857	40.857	54.229	61.593	yes	streak-free
13	52.090	137.218	11.932	19.000	58.703	0.000	-0.297	21.156	0	22.768	80.202	streak	0.467	free	46.388	46.388	54.242	61.607	yes	streak-free
14	53.184	131.458	11.431	26.000	74.734	0.000	-0.266	20.540	0	22.768	76.247	streak	0.392	free	48.571	48.571	54.331	61.701	yes	streak-free
15	50.714	114.481	9.955	47.328	80.344	0.328	0.344	18.489	0	159.529	141.085	spot	0.423	free	50.571	50.571	54.243	61.608	yes	spot-free
16	53.231	134.342	11.682	48.969	21.766	-0.031	-0.234	20.588	0	23.127	72.054	streak	0.405	free	43.347	43.347	54.323	61.694	yes	streak-free
17	45.353	82.255	7.153	68.000	61.438	0.000	0.438	16.993	0	22.768	225.000	Undefined	0.391	free	41.673	41.673	53.931	61.275	yes	Undefined-free
18	49.748	84.532	7.351	70.000	79.984	0.000	-0.016	25.767	0	22.768	249.046	Undefined	0.514	bound	46.510	46.510	53.826	61.163	yes	Undefined-bound
19	53.071	96.779	8.416	68.000	70.000	0.000	0.000	19.912	0	22.768	22.768	streak	0.396	free	47.898	47.898	53.908	61.250	yes	streak-free
25	51.550	108.003	9.392	21.141	48.062	0.141	0.062	16.788	0	102.209	27.553	streak	0.375	free	46.714	46.714	53.580	60.900	yes	streak-free
26	45.870	139.364	12.119	67.625	36.891	-0.375	-0.109	21.137	0	84.766	173.590	Undefined	0.402	free	36.735	36.735	53.345	60.649	yes	Undefined-free
27	52.652	172.703	15.018	86.578	63.484	-0.422	0.484	20.223	0	84.479	89.700	streak	0.431	free	47.857	47.857	53.412	60.720	yes	streak-free
28	49.144	54.822	4.767	12.531	42.781	-0.469	-0.219	21.408	0	402.248	207.520	Undefined	0.448	free	48.265	48.265	53.333	60.636	no	Undefined-free
30	54.173	124.273	10.806	26.531	19.000	-0.469	0.000	23.389	0	92.518	22.768	streak	0.475	free	45.673	45.673	53.454	60.765	yes	streak-free
32	47.559	114.020	9.915	51.250	74.000	0.250	0.000	18.830	0	83.924	22.768	streak	0.376	free	40.367	40.367	53.321	60.624	yes	streak-free
37	54.477	86.112	7.488	40.984	22.922	-0.016	-0.078	20.570	0	23.485	98.819	streak	0.423	free	44.714	44.714	53.441	60.751	yes	streak-free
38	48.068	91.195	7.930	51.547	65.391	-0.453	0.391	21.615	0	92.518	262.436	Undefined	0.431	free	45.020	45.020	53.338	60.641	yes	Undefined-free
39	49.494	89.415	7.775	82.000	38.000	0.000	0.000	18.794	0	27.059	22.768	streak	0.324	free	36.592	36.592	53.288	60.588	yes	streak-free
40	46.029	92.639	8.056	9.000	89.984	0.000	-0.016	20.749	0	22.768	25.051	streak	0.377	free	37.755	37.755	53.133	60.423	yes	streak-free
41	48.066	88.951	7.735	51.000	40.000	0.000	0.000	16.255	0	22.768	22.768	streak	0.365	free	43.918	43.918	53.049	60.333	yes	streak-free
42	46.282	52.197	4.539	57.938	70.219	-0.062	0.219	23.001	0	132.754	335.653	Undefined	0.422	free	44.020	44.020	52.918	60.193	no	Undefined-free
44	43.098	63.009	5.479	34.094	36.406	0.094	0.406	16.022	0	137.274	426.226	Undefined	0.406	free	45.306	45.306	52.703	59.963	yes	Undefined-free
45	47.029	88.905	7.731	60.000	56.000	0.000	0.000	21.252	0	22.768	22.768	streak	0.400	free	37.204	37.204	52.610	59.863	yes	streak-free
46	51.324	73.786	6.416	67.922	50.031	-0.078	0.031	26.126	0	198.438	121.004	spot	0.463	free	41.367	41.367	52.637	59.892	yes	spot-free
48	55.149	77.861	6.770	9.000	62.000	0.000	0.000	21.078	0	22.768	22.768	streak	0.429	free	50.673	50.673	52.764	60.027	yes	streak-free
49	53.279	128.319	11.158	36.125	16.609	0.125	-0.391	19.035	0	103.125	91.790	streak	0.398	free	47.918	47.918	52.836	60.105	yes	streak-free
53	48.976	81.160	7.057	74.000	68.000	0.000	0.000	19.291	0	22.768	22.768	streak	0.317	free	35.020	35.020	52.797	60.063	yes	streak-free
54	48.411	58.350	5.074	54.281	53.203	0.281	0.203	19.742	0	242.249	170.288	spot	0.404	free	42.000	42.000	52.746	60.009	no	spot-free
56	46.808	64.471	5.606	88.422	28.016	0.422	0.016	23.409	0	207.443	26.667	streak	0.418	free	38.265	38.265	52.659	59.916	yes	streak-free
