ROI	z	a	stoichiometry	xpos	ypos	x0	y0	Chi^2	Good?	wx	wy	streak or spot?	Correlation Coefficient	free or bound?	iFirst	iSecond	pthresh	realthreshold	Above threshold?	Shape-Binding
1	43.751	103.922	17.320	89.016	84.000	0.016	0.000	17.183	0	27.495	22.768	streak	0.455	free	35.653	35.653	44.951	51.655	yes	streak-free
2	43.099	115.429	19.238	89.000	78.281	0.000	0.281	18.849	0	22.768	93.987	streak	0.448	free	38.469	38.469	44.625	51.305	yes	streak-free
3	40.143	55.861	9.310	39.609	65.016	-0.391	0.016	14.713	0	127.025	401.688	Undefined	0.434	free	44.224	44.224	43.531	50.129	yes	Undefined-free
4	43.124	88.013	14.669	46.000	21.000	0.000	0.000	15.937	0	22.768	22.768	streak	0.421	free	36.714	36.714	43.729	50.342	yes	streak-free
5	41.768	106.759	17.793	18.250	12.109	0.250	0.109	17.437	0	83.934	117.119	streak	0.437	free	34.816	34.816	43.577	50.178	yes	streak-free
6	44.805	133.029	22.171	79.203	78.656	0.203	-0.344	16.819	0	86.372	81.426	streak	0.432	free	35.673	35.673	43.981	50.613	yes	streak-free
7	37.334	86.343	14.391	71.281	12.984	0.281	-0.016	12.235	0	225.000	23.485	streak	0.421	free	38.939	38.939	43.203	49.776	yes	streak-free
8	40.688	85.370	14.228	28.000	67.000	0.000	0.000	16.985	0	22.768	22.768	streak	0.457	free	38.286	38.286	43.039	49.599	yes	streak-free
9	41.906	121.799	20.300	17.500	89.297	0.500	0.297	15.020	0	80.079	150.667	Undefined	0.442	free	40.286	40.286	43.046	49.607	yes	Undefined-free
10	45.501	78.615	13.103	40.000	13.000	0.000	0.000	16.979	0	22.768	22.768	streak	0.396	free	36.592	36.592	43.412	50.001	yes	streak-free
11	40.416	83.329	13.888	38.984	77.000	-0.016	0.000	17.138	0	23.306	22.768	streak	0.367	free	30.980	30.980	43.248	49.825	yes	streak-free
12	41.221	81.777	13.629	59.000	42.000	0.000	0.000	14.816	0	22.768	22.768	streak	0.353	free	34.857	34.857	43.180	49.751	yes	streak-free
14	34.677	159.437	26.573	28.516	43.750	-0.484	-0.250	15.332	0	80.560	96.106	streak	0.408	free	32.755	32.755	42.549	49.072	yes	streak-free
15	41.220	89.858	14.976	29.234	74.000	0.234	0.000	15.247	0	74.495	28.651	streak	0.395	free	36.327	36.327	42.541	49.063	yes	streak-free
16	39.083	83.944	13.991	57.000	48.125	0.000	0.125	13.458	0	22.768	120.850	streak	0.351	free	35.061	35.061	42.399	48.911	yes	streak-free
17	39.919	50.367	8.395	83.797	73.000	-0.203	0.000	17.293	0	344.195	22.768	streak	0.429	free	34.020	34.020	42.324	48.830	yes	streak-free
19	39.884	104.307	17.384	89.688	9.062	-0.312	0.062	14.746	0	79.793	94.247	streak	0.381	free	33.776	33.776	41.889	48.361	yes	streak-free
20	38.936	76.860	12.810	52.984	65.000	-0.016	0.000	19.883	0	22.768	22.768	streak	0.470	free	29.245	29.245	41.801	48.266	yes	streak-free
21	38.097	87.664	14.611	90.406	65.219	0.406	0.219	14.658	0	100.278	162.099	Undefined	0.384	free	32.531	32.531	41.682	48.138	yes	Undefined-free
22	40.792	106.705	17.784	73.000	27.375	0.000	0.375	14.663	0	22.768	83.159	streak	0.395	free	34.082	34.082	41.696	48.153	yes	streak-free
23	40.007	55.024	9.171	24.172	35.562	0.172	-0.438	16.887	0	112.552	372.025	Undefined	0.418	free	41.510	41.510	41.675	48.130	yes	Undefined-free
24	46.585	66.795	11.132	44.000	55.031	0.000	0.031	14.095	0	22.768	30.694	streak	0.355	free	40.204	40.204	41.929	48.405	yes	streak-free
25	38.792	69.047	11.508	58.609	35.797	-0.391	-0.203	14.890	0	89.214	265.440	Undefined	0.383	free	35.347	35.347	41.852	48.321	yes	Undefined-free
26	46.183	116.986	19.498	84.375	50.141	0.375	0.141	15.726	0	76.383	66.281	streak	0.383	free	42.061	42.061	42.064	48.550	yes	streak-free
27	41.527	87.335	14.556	28.703	51.000	-0.297	0.000	14.547	0	83.883	22.768	streak	0.403	free	38.837	38.837	42.089	48.577	yes	streak-free
28	39.105	53.959	8.993	69.828	40.766	-0.172	-0.234	15.579	0	283.780	79.461	streak	0.389	free	35.102	35.102	42.025	48.508	yes	streak-free
32	41.549	68.366	11.394	65.000	91.000	0.000	0.000	14.582	0	22.768	22.768	streak	0.400	free	37.878	37.878	42.009	48.491	yes	streak-free
33	43.499	71.397	11.899	72.922	69.656	-0.078	-0.344	14.056	0	113.441	153.298	Undefined	0.368	free	40.714	40.714	42.093	48.581	yes	Undefined-free
34	39.126	72.942	12.157	73.984	60.031	-0.016	0.031	15.885	0	22.947	31.685	streak	0.379	free	31.286	31.286	42.040	48.523	yes	streak-free
35	45.945	50.731	8.455	90.203	57.000	0.203	0.000	16.491	0	281.250	22.768	streak	0.456	free	40.122	40.122	42.190	48.685	yes	streak-free
36	41.512	113.262	18.877	18.984	25.578	-0.016	-0.422	15.331	0	115.247	78.226	streak	0.357	free	37.347	37.347	42.205	48.701	yes	streak-free
38	39.586	117.274	19.546	82.047	19.406	0.047	0.406	15.315	0	135.095	91.073	streak	0.406	free	39.143	39.143	42.104	48.593	yes	streak-free
40	40.962	66.933	11.155	23.000	45.000	0.000	0.000	14.987	0	22.768	22.768	streak	0.342	free	33.959	33.959	42.106	48.595	yes	streak-free
41	40.091	47.490	7.915	14.969	62.984	-0.031	-0.016	15.933	0	281.474	23.485	streak	0.388	free	35.837	35.837	42.085	48.572	no	streak-free
42	37.248	59.780	9.963	33.000	59.484	0.000	0.484	14.314	0	23.876	465.459	Undefined	0.447	free	33.265	33.265	41.994	48.474	yes	Undefined-free
43	39.780	62.895	10.483	13.984	45.500	-0.016	0.500	14.347	0	22.768	193.703	Undefined	0.361	free	34.224	34.224	41.969	48.448	yes	Undefined-free
47	40.447	62.613	10.435	47.000	79.000	0.000	0.000	13.952	0	22.768	22.768	streak	0.358	free	39.184	39.184	41.880	48.352	yes	streak-free
48	39.788	104.276	17.379	39.656	29.281	-0.344	0.281	15.967	0	77.449	106.545	streak	0.408	free	35.796	35.796	41.861	48.330	yes	streak-free
49	37.830	68.557	11.426	59.469	70.156	0.469	0.156	17.704	0	111.022	231.650	Undefined	0.412	free	36.122	36.122	41.799	48.264	yes	Undefined-free
50	38.031	65.242	10.874	33.109	37.984	0.109	-0.016	16.681	0	107.153	23.485	streak	0.390	free	30.653	30.653	41.744	48.205	yes	streak-free
51	38.530	62.463	10.410	33.000	87.000	0.000	0.000	13.822	0	22.768	26.847	streak	0.329	free	32.020	32.020	41.702	48.160	yes	streak-free
53	40.312	91.516	15.253	55.000	59.469	0.000	0.469	18.063	0	22.768	91.073	streak	0.417	free	34.041	34.041	41.668	48.123	yes	streak-free
54	43.126	81.331	13.555	59.609	81.000	-0.391	0.000	14.515	0	85.841	22.768	streak	0.399	free	35.367	35.367	41.720	48.180	yes	streak-free
56	34.502	34.479	5.746	64.844	32.203	-0.156	0.203	13.880	0	344.360	223.372	spot	0.381	free	35.878	35.878	41.605	48.055	no	spot-free
62	41.677	109.611	18.269	68.406	49.422	0.406	0.422	14.056	0	84.125	101.421	streak	0.365	free	38.367	38.367	41.655	48.109	yes	streak-free
63	41.949	117.789	19.631	76.500	90.000	0.500	0.000	15.742	0	78.847	22.768	streak	0.375	free	29.878	29.878	41.682	48.138	yes	streak-free
66	36.779	53.349	8.892	13.000	33.938	0.000	-0.062	16.010	0	26.623	196.777	Undefined	0.374	free	35.694	35.694	41.617	48.068	yes	Undefined-free
68	36.766	93.824	15.637	40.000	41.547	0.000	-0.453	14.074	0	22.768	91.073	streak	0.380	free	32.714	32.714	41.554	48.000	yes	streak-free
69	41.138	67.061	11.177	61.000	20.703	0.000	-0.297	15.171	0	22.768	82.789	streak	0.326	free	33.224	33.224	41.567	48.014	yes	streak-free
75	39.486	63.240	10.540	53.000	33.703	0.000	-0.297	11.755	0	22.768	85.931	streak	0.289	free	32.551	32.551	41.552	47.998	yes	streak-free
