 	ROI	z	a	stoichiometry	xpos	ypos	x0	y0	Chi^2	Good?	wx	wy	streak or spot?	Correlation Coefficient	free or bound?	iFirst	iSecond	pthresh	realthreshold	Above threshold?	Shape-Binding
1	1	102.527	331.374	28.815	77.984	75.000	-0.016	0.000	46.807	0	23.485	27.700	streak	0.490	free	78.163	78.163	104.827	115.065	yes	streak-free
2	2	102.317	287.289	24.982	58.984	13.000	-0.016	0.000	49.489	0	23.127	22.768	streak	0.448	free	86.061	86.061	104.722	114.955	yes	streak-free
3	3	99.280	287.682	25.016	47.984	31.000	-0.016	0.000	41.229	0	22.768	22.768	streak	0.481	free	99.898	99.898	103.674	113.856	yes	streak-free
4	4	116.475	263.548	22.917	85.000	72.000	0.000	0.000	42.679	0	22.768	22.768	streak	0.472	free	95.184	95.184	107.449	117.815	yes	streak-free
5	5	95.826	187.260	16.283	32.859	53.016	-0.141	0.016	45.704	0	278.880	24.243	streak	0.447	free	75.082	75.082	105.585	115.860	yes	streak-free
6	6	123.145	296.446	25.778	47.250	42.719	0.250	-0.281	39.469	0	104.276	119.833	streak	0.494	free	110.327	110.327	108.895	119.330	yes	streak-free
7	7	102.328	233.266	20.284	20.719	24.469	-0.281	0.469	38.688	0	132.007	172.266	spot	0.465	free	97.020	97.020	108.285	118.691	yes	spot-free
8	8	108.362	259.025	22.524	37.984	77.000	-0.016	0.000	43.993	0	22.947	22.768	streak	0.423	free	86.592	86.592	108.582	119.003	yes	streak-free
9	9	97.329	280.348	24.378	44.625	7.109	-0.375	0.109	38.610	0	89.214	296.766	Undefined	0.456	free	95.143	95.143	107.587	117.960	yes	Undefined-free
10	10	93.398	257.565	22.397	51.000	71.000	0.000	0.000	44.939	0	22.768	26.263	streak	0.449	free	84.327	84.327	106.398	116.713	yes	streak-free
11	11	102.068	250.892	21.817	36.016	85.984	0.016	-0.016	43.964	0	27.322	22.768	streak	0.462	free	91.816	91.816	106.214	116.520	yes	streak-free
12	12	95.177	311.762	27.110	12.172	50.938	0.172	-0.062	33.600	0	82.225	25.368	streak	0.397	free	85.857	85.857	105.486	115.756	yes	streak-free
13	13	104.273	165.210	14.366	76.984	12.438	-0.016	0.438	37.309	0	25.012	224.446	Undefined	0.394	free	91.612	91.612	105.570	115.844	yes	Undefined-free
14	14	92.597	284.712	24.758	78.938	28.125	-0.062	0.125	40.103	0	29.192	105.392	streak	0.364	free	80.388	80.388	104.807	115.045	yes	streak-free
15	15	97.852	303.720	26.410	87.984	21.766	-0.016	-0.234	35.256	0	23.485	73.319	streak	0.388	free	88.245	88.245	104.497	114.719	yes	streak-free
16	17	113.974	153.917	13.384	85.141	32.500	0.141	0.500	47.109	0	67.567	306.920	Undefined	0.515	bound	106.265	106.265	105.233	115.491	yes	Undefined-bound
17	18	112.123	224.014	19.480	40.984	68.000	-0.016	0.000	49.076	0	22.768	22.768	streak	0.445	free	91.469	91.469	105.774	116.058	yes	streak-free
18	19	104.230	290.696	25.278	81.625	83.000	-0.375	0.000	39.889	0	104.083	28.651	streak	0.437	free	86.776	86.776	105.816	116.102	yes	streak-free
19	20	112.243	242.216	21.062	89.000	64.797	0.000	-0.203	36.274	0	22.768	73.154	streak	0.418	free	111.694	111.694	106.275	116.584	yes	streak-free
20	21	102.972	271.319	23.593	59.688	56.000	-0.312	0.000	43.066	0	89.875	22.768	streak	0.405	free	93.939	93.939	106.225	116.531	yes	streak-free
21	22	99.313	204.284	17.764	52.031	59.125	0.031	0.125	50.696	0	29.933	193.312	Undefined	0.441	free	83.857	83.857	106.005	116.301	yes	Undefined-free
22	23	108.279	209.851	18.248	69.984	91.000	-0.016	0.000	40.703	0	22.768	22.768	streak	0.413	free	90.327	90.327	106.213	116.519	yes	streak-free
23	24	99.326	214.176	18.624	77.000	89.984	0.000	-0.016	45.221	0	22.768	27.287	streak	0.421	free	74.959	74.959	106.014	116.310	yes	streak-free
24	25	104.879	135.249	11.761	19.766	75.922	-0.234	0.922	48.381	0	203.689	212.985	spot	0.467	free	100.163	100.163	106.062	116.361	yes	spot-free
25	28	107.558	393.808	34.244	35.266	38.422	0.266	0.422	43.009	0	83.654	88.692	streak	0.430	free	102.898	102.898	103.618	113.798	yes	streak-free
26	29	100.195	260.214	22.627	37.281	32.000	0.281	0.000	37.529	0	79.204	22.768	streak	0.393	free	95.918	95.918	103.577	113.754	yes	streak-free
27	30	107.526	196.288	17.069	13.984	61.000	-0.016	0.000	39.658	0	22.947	27.059	streak	0.387	free	88.245	88.245	103.800	113.988	yes	streak-free
28	31	86.216	96.061	8.353	21.969	9.656	-0.031	-0.344	44.406	0	386.084	377.876	spot	0.465	free	103.776	103.776	103.273	113.435	no	spot-free
29	33	101.721	195.189	16.973	65.000	30.000	0.000	0.000	45.847	0	22.768	22.768	streak	0.419	free	92.041	92.041	103.057	113.208	yes	streak-free
30	34	103.612	194.856	16.944	72.953	43.016	-0.047	0.016	39.255	0	113.459	23.485	streak	0.425	free	88.061	88.061	103.146	113.302	yes	streak-free
31	36	95.737	236.612	20.575	23.188	30.844	0.188	-0.156	45.604	0	68.425	184.351	Undefined	0.415	free	87.122	87.122	102.991	113.140	yes	Undefined-free
32	37	106.949	187.014	16.262	65.000	65.000	0.000	0.000	46.425	0	22.768	22.768	streak	0.433	free	84.449	84.449	103.175	113.333	yes	streak-free
33	38	102.675	168.373	14.641	23.000	38.938	0.000	0.938	46.201	0	22.768	393.465	Undefined	0.479	free	109.776	109.776	103.227	113.387	yes	Undefined-free
