 	ROI	z	a	stoichiometry	xpos	ypos	x0	y0	Chi^2	Good?	wx	wy	streak or spot?	Correlation Coefficient	free or bound?	iFirst	iSecond	pthresh	realthreshold	Above threshold?	Shape-Binding
1	1	102.527	331.374	55.229	77.984	75.000	-0.016	0.000	46.807	0	23.485	27.700	streak	0.490	free	78.163	78.163	103.727	113.911	yes	streak-free
2	2	102.317	287.289	47.882	58.984	13.000	-0.016	0.000	49.489	0	23.127	22.768	streak	0.448	free	86.061	86.061	103.622	113.801	yes	streak-free
3	3	99.280	287.682	47.947	47.984	31.000	-0.016	0.000	41.229	0	22.768	22.768	streak	0.481	free	99.898	99.898	102.574	112.702	yes	streak-free
4	4	116.475	263.548	43.925	85.000	72.000	0.000	0.000	42.679	0	22.768	22.768	streak	0.472	free	95.184	95.184	106.349	116.662	yes	streak-free
5	5	95.826	187.260	31.210	32.859	53.016	-0.141	0.016	45.704	0	278.880	24.243	streak	0.447	free	75.082	75.082	104.485	114.706	yes	streak-free
6	6	123.145	296.446	49.408	47.250	42.719	0.250	-0.281	39.469	0	104.276	119.833	streak	0.494	free	110.327	110.327	107.795	118.177	yes	streak-free
7	7	102.328	233.266	38.878	20.719	24.469	-0.281	0.469	38.688	0	132.007	172.266	spot	0.465	free	97.020	97.020	107.185	117.538	yes	spot-free
8	8	108.362	259.025	43.171	37.984	77.000	-0.016	0.000	43.993	0	22.947	22.768	streak	0.423	free	86.592	86.592	107.482	117.850	yes	streak-free
9	9	97.329	280.348	46.725	44.625	7.109	-0.375	0.109	38.610	0	89.214	296.766	Undefined	0.456	free	95.143	95.143	106.487	116.807	yes	Undefined-free
10	10	93.398	257.565	42.927	51.000	71.000	0.000	0.000	44.939	0	22.768	26.263	streak	0.449	free	84.327	84.327	105.298	115.560	yes	streak-free
11	11	102.068	250.892	41.815	36.016	85.984	0.016	-0.016	43.964	0	27.322	22.768	streak	0.462	free	91.816	91.816	105.114	115.366	yes	streak-free
12	12	95.177	311.762	51.960	12.172	50.938	0.172	-0.062	33.600	0	82.225	25.368	streak	0.397	free	85.857	85.857	104.386	114.603	yes	streak-free
13	13	104.273	165.210	27.535	76.984	12.438	-0.016	0.438	37.309	0	25.012	224.446	Undefined	0.394	free	91.612	91.612	104.470	114.691	yes	Undefined-free
14	14	92.597	284.712	47.452	78.938	28.125	-0.062	0.125	40.103	0	29.192	105.392	streak	0.364	free	80.388	80.388	103.707	113.891	yes	streak-free
15	15	97.852	303.720	50.620	87.984	21.766	-0.016	-0.234	35.256	0	23.485	73.319	streak	0.388	free	88.245	88.245	103.397	113.565	yes	streak-free
16	17	113.974	153.917	25.653	85.141	32.500	0.141	0.500	47.109	0	67.567	306.920	Undefined	0.515	bound	106.265	106.265	104.133	114.337	yes	Undefined-bound
17	18	112.123	224.014	37.336	40.984	68.000	-0.016	0.000	49.076	0	22.768	22.768	streak	0.445	free	91.469	91.469	104.674	114.905	yes	streak-free
18	19	104.230	290.696	48.449	81.625	83.000	-0.375	0.000	39.889	0	104.083	28.651	streak	0.437	free	86.776	86.776	104.716	114.949	yes	streak-free
19	20	112.243	242.216	40.369	89.000	64.797	0.000	-0.203	36.274	0	22.768	73.154	streak	0.418	free	111.694	111.694	105.175	115.430	yes	streak-free
20	21	102.972	271.319	45.220	59.688	56.000	-0.312	0.000	43.066	0	89.875	22.768	streak	0.405	free	93.939	93.939	105.125	115.378	yes	streak-free
21	22	99.313	204.284	34.047	52.031	59.125	0.031	0.125	50.696	0	29.933	193.312	Undefined	0.441	free	83.857	83.857	104.905	115.147	yes	Undefined-free
22	23	108.279	209.851	34.975	69.984	91.000	-0.016	0.000	40.703	0	22.768	22.768	streak	0.413	free	90.327	90.327	105.113	115.366	yes	streak-free
23	24	99.326	214.176	35.696	77.000	89.984	0.000	-0.016	45.221	0	22.768	27.287	streak	0.421	free	74.959	74.959	104.914	115.156	yes	streak-free
24	25	104.879	135.249	22.542	19.766	75.922	-0.234	0.922	48.381	0	203.689	212.985	spot	0.467	free	100.163	100.163	104.962	115.207	yes	spot-free
25	28	107.558	393.808	65.635	35.266	38.422	0.266	0.422	43.009	0	83.654	88.692	streak	0.430	free	102.898	102.898	102.518	112.644	yes	streak-free
26	29	100.195	260.214	43.369	37.281	32.000	0.281	0.000	37.529	0	79.204	22.768	streak	0.393	free	95.918	95.918	102.477	112.600	yes	streak-free
