 	ROI	z	a	stoichiometry	xpos	ypos	x0	y0	Chi^2	Good?	wx	wy	streak or spot?	Correlation Coefficient	free or bound?	iFirst	iSecond	pthresh	realthreshold	Above threshold?	Shape-Binding
27	30	107.526	196.288	32.715	13.984	61.000	-0.016	0.000	39.658	0	22.947	27.059	streak	0.387	free	88.245	88.245	102.700	112.834	yes	streak-free
28	31	86.216	96.061	16.010	21.969	9.656	-0.031	-0.344	44.406	0	386.084	377.876	spot	0.465	free	103.776	103.776	102.173	112.281	no	spot-free
29	33	101.721	195.189	32.531	65.000	30.000	0.000	0.000	45.847	0	22.768	22.768	streak	0.419	free	92.041	92.041	101.957	112.054	yes	streak-free
30	34	103.612	194.856	32.476	72.953	43.016	-0.047	0.016	39.255	0	113.459	23.485	streak	0.425	free	88.061	88.061	102.046	112.148	yes	streak-free
31	36	95.737	236.612	39.435	23.188	30.844	0.188	-0.156	45.604	0	68.425	184.351	Undefined	0.415	free	87.122	87.122	101.891	111.985	yes	Undefined-free
32	37	106.949	187.014	31.169	65.000	65.000	0.000	0.000	46.425	0	22.768	22.768	streak	0.433	free	84.449	84.449	102.075	112.178	yes	streak-free
33	38	102.675	168.373	28.062	23.000	38.938	0.000	0.938	46.201	0	22.768	393.465	Undefined	0.479	free	109.776	109.776	102.127	112.232	yes	Undefined-free
34	39	92.750	94.233	15.705	85.234	43.234	0.234	0.234	39.570	0	268.588	337.057	spot	0.431	free	95.714	95.714	101.899	111.994	no	spot-free
35	40	98.387	348.229	58.038	90.516	13.422	-0.484	0.422	38.766	0	94.011	123.573	streak	0.454	free	88.939	88.939	101.837	111.928	yes	streak-free
36	42	94.446	106.474	17.746	42.250	54.797	0.250	-0.203	36.202	0	295.044	218.265	spot	0.392	free	98.918	98.918	101.485	111.559	no	spot-free
37	43	98.130	309.873	51.646	72.438	73.516	0.438	0.516	47.582	0	104.903	90.798	streak	0.386	free	72.061	72.061	101.431	111.503	yes	streak-free
38	46	107.468	242.353	40.392	63.703	82.281	-0.297	0.281	42.621	0	98.487	129.135	streak	0.396	free	98.041	98.041	101.608	111.688	yes	streak-free
39	51	89.917	236.930	39.488	11.891	84.703	-0.109	-0.297	32.253	0	108.066	119.833	streak	0.333	free	89.714	89.714	101.490	111.564	yes	streak-free
40	52	105.233	169.332	28.222	85.000	89.984	0.000	-0.016	47.788	0	27.287	22.947	streak	0.421	free	85.918	85.918	101.602	111.682	yes	streak-free
41	54	99.957	173.264	28.877	33.000	68.016	0.000	0.016	47.118	0	22.768	27.287	streak	0.369	free	77.653	77.653	101.592	111.671	yes	streak-free
42	57	105.794	191.124	31.854	83.000	63.906	0.000	-0.094	39.919	0	22.768	170.920	Undefined	0.376	free	80.388	80.388	100.720	110.756	yes	Undefined-free
43	61	109.923	153.868	25.645	74.000	56.000	0.000	0.000	38.503	0	22.768	22.768	streak	0.380	free	81.796	81.796	100.937	110.983	yes	streak-free
44	62	94.803	169.647	28.275	12.984	44.000	-0.016	0.000	37.586	0	23.485	22.768	streak	0.315	free	81.245	81.245	100.836	110.878	yes	streak-free
45	63	98.868	122.952	20.492	89.422	77.969	0.422	-0.031	36.857	0	368.037	171.304	Undefined	0.426	free	97.694	97.694	100.821	110.862	yes	Undefined-free
46	64	108.262	323.295	53.882	41.438	41.250	0.438	0.250	39.417	0	84.588	83.214	streak	0.436	free	100.612	100.612	100.990	111.039	yes	streak-free
47	65	91.169	181.924	30.321	83.875	53.672	-0.125	-0.328	33.612	0	44.234	176.526	Undefined	0.295	free	87.857	87.857	100.824	110.865	yes	Undefined-free
48	73	107.793	237.102	39.517	34.000	49.406	0.000	0.406	45.902	0	22.768	80.040	streak	0.389	free	82.714	82.714	100.516	110.542	yes	streak-free
49	74	94.897	204.824	34.137	48.266	15.781	0.266	-0.219	37.584	0	84.154	88.480	streak	0.322	free	73.837	73.837	100.436	110.458	yes	streak-free
50	78	96.391	155.525	25.921	16.000	33.000	0.000	0.000	36.305	0	22.768	22.768	streak	0.358	free	87.918	87.918	100.385	110.404	yes	streak-free
51	80	98.292	119.828	19.971	43.391	83.625	-0.609	0.625	38.653	0	126.882	280.340	Undefined	0.340	free	84.306	84.306	100.370	110.388	yes	Undefined-free
52	83	92.394	304.821	50.803	57.578	21.656	-0.422	-0.344	32.434	0	100.278	91.671	streak	0.351	free	87.837	87.837	100.253	110.265	yes	streak-free
53	91	99.070	182.931	30.489	67.188	38.062	0.188	0.062	38.138	0	74.502	25.561	streak	0.344	free	73.020	73.020	100.253	110.266	yes	streak-free
54	110	92.652	206.598	34.433	90.359	57.000	0.359	0.000	35.870	0	78.949	22.768	streak	0.324	free	79.163	79.163	100.146	110.154	yes	streak-free
