 	ROI	z	a	stoichiometry	xpos	ypos	x0	y0	Chi^2	Good?	wx	wy	streak or spot?	Correlation Coefficient	free or bound?	iFirst	iSecond	pthresh	realthreshold	Above threshold?	Shape-Binding
1	1	138.971	781.029	130.172	87.188	27.359	0.188	0.359	65.595	0	75.363	79.301	streak	0.531	bound	129.755	129.755	140.171	152.011	yes	streak-bound
2	2	152.955	570.623	95.104	68.781	47.266	-0.219	0.266	70.908	0	95.274	76.575	streak	0.528	bound	118.653	118.653	147.163	159.294	yes	streak-bound
3	4	166.619	366.476	61.079	14.000	9.016	0.000	0.016	74.269	0	22.768	27.692	streak	0.493	free	143.265	143.265	148.673	160.866	yes	streak-free
4	5	145.766	566.487	94.414	69.562	54.812	-0.438	-0.188	63.164	0	78.641	129.700	streak	0.464	free	119.714	119.714	148.332	160.511	yes	streak-free
5	6	156.445	420.898	70.150	84.734	64.000	-0.266	0.000	62.283	0	81.403	22.768	streak	0.485	free	135.898	135.898	149.884	162.127	yes	streak-free
6	7	125.840	151.040	25.173	47.562	52.250	-0.438	0.250	68.296	0	414.099	311.792	spot	0.531	bound	152.265	152.265	146.621	158.729	no	spot-bound
7	8	145.591	361.153	60.192	27.000	24.000	0.000	0.000	61.822	0	22.768	22.768	streak	0.485	free	132.449	132.449	146.642	158.751	yes	streak-free
8	9	140.664	363.809	60.635	15.016	46.000	0.016	0.000	48.100	0	26.677	22.768	streak	0.364	free	116.469	116.469	146.111	158.199	yes	streak-free
9	11	122.954	241.047	40.174	61.359	7.266	0.359	0.266	65.020	0	156.948	270.190	spot	0.498	free	122.204	122.204	143.336	155.309	yes	spot-free
10	12	144.093	349.113	58.185	40.984	90.000	-0.016	0.000	54.297	0	22.947	22.768	streak	0.400	free	131.837	131.837	143.499	155.478	yes	streak-free
11	13	137.127	339.022	56.504	14.688	52.734	-0.312	-0.266	62.977	0	304.086	76.031	streak	0.500	bound	132.898	132.898	143.101	155.064	yes	streak-bound
12	14	130.246	359.660	59.943	33.703	82.484	-0.297	0.484	63.845	0	422.675	82.504	streak	0.481	free	135.327	135.327	142.269	154.197	yes	streak-free
13	15	151.353	356.539	59.423	40.859	14.781	-0.141	-0.219	62.637	0	127.564	159.219	spot	0.475	free	149.143	149.143	142.954	154.911	yes	spot-free
14	16	152.054	407.314	67.886	32.641	25.438	-0.359	0.438	65.888	0	81.194	280.642	Undefined	0.529	bound	143.551	143.551	143.598	155.581	yes	Undefined-bound
15	17	142.924	262.247	43.708	58.359	73.141	0.359	0.141	58.577	0	89.214	352.534	Undefined	0.462	free	133.020	133.020	143.629	155.614	yes	Undefined-free
16	18	144.890	321.303	53.550	74.984	17.000	-0.016	0.000	56.325	0	22.768	22.768	streak	0.447	free	129.449	129.449	143.766	155.756	yes	streak-free
17	19	135.163	325.214	54.202	44.000	35.000	0.000	0.000	66.205	0	22.768	22.768	streak	0.409	free	111.020	111.020	143.376	155.350	yes	streak-free
18	20	169.229	290.949	48.491	71.000	74.000	0.000	0.000	68.258	0	22.768	22.768	streak	0.425	free	150.796	150.796	144.729	156.759	yes	streak-free
19	21	143.883	309.385	51.564	21.000	72.000	0.000	0.000	54.868	0	25.865	22.768	streak	0.431	free	140.612	140.612	144.746	156.777	yes	streak-free
20	22	135.423	441.039	73.506	10.719	74.375	-0.281	0.375	64.897	0	99.738	90.630	streak	0.376	free	105.796	105.796	144.376	156.392	yes	streak-free
21	24	131.714	351.237	58.540	82.422	80.500	0.422	0.500	57.413	0	159.758	97.007	streak	0.431	free	102.796	102.796	143.317	155.288	yes	streak-free
22	25	138.572	393.249	65.541	7.594	52.000	-0.406	0.000	64.603	0	104.083	22.768	streak	0.435	free	117.265	117.265	143.175	155.140	yes	streak-free
23	29	141.878	542.405	90.401	40.375	84.469	0.375	0.469	62.360	0	86.736	84.745	streak	0.422	free	117.898	117.898	141.875	153.786	yes	streak-free
24	30	146.459	332.023	55.337	81.219	86.000	0.219	0.000	62.200	0	73.468	28.139	streak	0.372	free	117.755	117.755	142.082	154.002	yes	streak-free
25	31	151.733	270.804	45.134	54.000	80.000	0.000	0.000	71.274	0	22.768	22.768	streak	0.428	free	106.857	106.857	142.456	154.392	yes	streak-free
26	32	149.360	392.464	65.411	68.359	9.000	0.359	0.000	55.528	0	81.380	22.768	streak	0.399	free	138.714	138.714	142.726	154.673	yes	streak-free
27	35	140.526	467.627	77.938	27.469	60.219	0.469	0.219	61.344	0	73.865	202.829	Undefined	0.437	free	113.184	113.184	142.657	154.601	yes	Undefined-free
28	36	148.086	435.964	72.661	55.000	15.578	0.000	-0.422	61.685	0	22.768	83.565	streak	0.448	free	135.939	135.939	142.858	154.810	yes	streak-free
29	37	149.509	340.071	56.679	32.750	62.000	-0.250	0.000	64.040	0	70.260	22.768	streak	0.395	free	117.327	117.327	143.089	155.051	yes	streak-free
30	38	132.610	278.248	46.375	60.000	59.000	0.000	0.000	56.678	0	22.768	22.768	streak	0.365	free	108.959	108.959	142.824	154.775	yes	streak-free
31	39	132.608	355.225	59.204	14.000	79.734	0.000	-0.266	61.932	0	22.768	72.089	streak	0.404	free	117.633	117.633	142.573	154.514	yes	streak-free
32	42	134.419	126.677	21.113	87.672	48.359	-0.328	0.359	61.562	0	353.279	218.483	spot	0.419	free	129.184	129.184	142.385	154.318	no	spot-free
33	45	152.124	221.439	36.906	27.000	10.672	0.000	-0.328	53.496	0	25.467	311.164	Undefined	0.424	free	135.245	135.245	142.704	154.650	yes	Undefined-free
34	46	143.521	269.944	44.991	60.000	35.875	0.000	-0.125	63.037	0	22.768	70.312	streak	0.389	free	109.857	109.857	142.754	154.702	yes	streak-free
35	47	147.628	261.242	43.540	64.969	19.875	-0.031	-0.125	61.610	0	37.568	102.101	streak	0.445	free	119.102	119.102	142.903	154.857	yes	streak-free
36	48	158.384	419.617	69.936	75.000	68.453	0.000	0.453	58.491	0	22.768	79.586	streak	0.472	free	131.306	131.306	143.300	155.271	yes	streak-free
37	49	144.816	250.567	41.761	65.984	38.000	-0.016	0.000	55.348	0	22.768	22.768	streak	0.407	free	131.633	131.633	143.363	155.336	yes	streak-free
38	50	166.322	355.631	59.272	23.531	37.875	-0.469	-0.125	65.538	0	96.948	96.047	streak	0.458	free	127.694	127.694	143.912	155.908	yes	streak-free
39	51	159.521	230.058	38.343	58.000	50.984	0.000	-0.016	65.870	0	22.768	26.860	streak	0.406	free	127.143	127.143	144.286	156.297	yes	streak-free
40	53	149.762	239.255	39.876	88.984	18.000	-0.016	0.000	50.092	0	23.485	22.768	streak	0.394	free	122.000	122.000	144.431	156.449	yes	streak-free
41	55	166.528	218.523	36.421	14.984	91.000	-0.016	0.000	60.048	0	22.768	22.768	streak	0.439	free	133.878	133.878	144.926	156.965	yes	streak-free
42	56	127.520	235.866	39.311	40.281	54.703	0.281	-0.297	50.756	0	309.375	127.649	streak	0.412	free	124.592	124.592	144.589	156.613	yes	streak-free
43	58	134.779	246.551	41.092	45.984	26.000	-0.016	0.000	54.262	0	22.768	28.196	streak	0.329	free	121.531	121.531	144.413	156.430	yes	streak-free
44	59	150.864	230.007	38.334	77.906	38.000	-0.094	0.000	46.671	0	113.334	22.768	streak	0.347	free	142.837	142.837	144.566	156.590	yes	streak-free
45	60	139.785	253.090	42.182	12.000	34.703	0.000	-0.297	58.126	0	221.283	83.159	streak	0.398	free	118.939	118.939	144.496	156.516	yes	streak-free
46	61	133.770	233.321	38.887	76.984	55.000	-0.016	0.000	53.020	0	30.022	27.469	streak	0.335	free	121.449	121.449	144.313	156.326	yes	streak-free
47	65	138.221	139.617	23.269	53.859	71.922	-0.141	0.922	66.448	0	94.685	469.435	Undefined	0.418	free	124.735	124.735	142.209	154.134	no	Undefined-free
48	67	138.923	351.001	58.500	76.578	31.000	-0.422	0.000	45.795	0	84.891	31.657	streak	0.364	free	123.061	123.061	142.171	154.094	yes	streak-free
49	68	119.701	200.970	33.495	66.719	32.359	-0.281	0.359	54.446	0	116.188	223.242	Undefined	0.364	free	111.204	111.204	141.791	153.699	yes	Undefined-free
50	69	145.606	315.764	52.627	47.359	91.000	0.359	0.000	52.487	0	78.068	22.768	streak	0.394	free	127.878	127.878	141.879	153.790	yes	streak-free
51	72	130.020	247.739	41.290	91.172	81.000	0.172	0.000	53.641	0	70.632	22.768	streak	0.302	free	110.531	110.531	141.695	153.599	yes	streak-free
52	83	140.690	202.130	33.688	17.984	62.031	-0.016	0.031	56.783	0	23.485	30.931	streak	0.402	free	115.694	115.694	141.699	153.602	yes	streak-free
53	89	148.925	148.151	24.692	47.641	64.672	-0.359	-0.328	49.976	0	202.843	96.497	streak	0.356	free	128.592	128.592	141.839	153.749	no	streak-free
54	94	143.948	182.950	30.492	38.000	8.000	0.000	0.000	64.508	0	22.768	22.768	streak	0.379	free	128.551	128.551	141.893	153.805	yes	streak-free
