 	ROI	z	a	stoichiometry	xpos	ypos	x0	y0	Chi^2	Good?	wx	wy	streak or spot?	Correlation Coefficient	free or bound?	iFirst	iSecond	pthresh	realthreshold	Above threshold?	Shape-Binding
1	1	138.971	781.029	67.916	87.188	27.359	0.188	0.359	65.595	0	75.363	79.301	streak	0.531	bound	129.755	129.755	141.271	153.157	yes	streak-bound
2	2	152.955	570.623	49.619	68.781	47.266	-0.219	0.266	70.908	0	95.274	76.575	streak	0.528	bound	118.653	118.653	148.263	160.440	yes	streak-bound
3	4	166.619	366.476	31.868	14.000	9.016	0.000	0.016	74.269	0	22.768	27.692	streak	0.493	free	143.265	143.265	149.773	162.011	yes	streak-free
4	5	145.766	566.487	49.260	69.562	54.812	-0.438	-0.188	63.164	0	78.641	129.700	streak	0.464	free	119.714	119.714	149.432	161.656	yes	streak-free
5	6	156.445	420.898	36.600	84.734	64.000	-0.266	0.000	62.283	0	81.403	22.768	streak	0.485	free	135.898	135.898	150.984	163.272	yes	streak-free
6	7	125.840	151.040	13.134	47.562	52.250	-0.438	0.250	68.296	0	414.099	311.792	spot	0.531	bound	152.265	152.265	147.721	159.875	no	spot-bound
7	8	145.591	361.153	31.405	27.000	24.000	0.000	0.000	61.822	0	22.768	22.768	streak	0.485	free	132.449	132.449	147.742	159.897	yes	streak-free
8	9	140.664	363.809	31.636	15.016	46.000	0.016	0.000	48.100	0	26.677	22.768	streak	0.364	free	116.469	116.469	147.211	159.344	yes	streak-free
9	11	122.954	241.047	20.961	61.359	7.266	0.359	0.266	65.020	0	156.948	270.190	spot	0.498	free	122.204	122.204	144.436	156.454	yes	spot-free
10	12	144.093	349.113	30.358	40.984	90.000	-0.016	0.000	54.297	0	22.947	22.768	streak	0.400	free	131.837	131.837	144.599	156.624	yes	streak-free
11	13	137.127	339.022	29.480	14.688	52.734	-0.312	-0.266	62.977	0	304.086	76.031	streak	0.500	bound	132.898	132.898	144.201	156.210	yes	streak-bound
12	14	130.246	359.660	31.275	33.703	82.484	-0.297	0.484	63.845	0	422.675	82.504	streak	0.481	free	135.327	135.327	143.369	155.343	yes	streak-free
13	15	151.353	356.539	31.003	40.859	14.781	-0.141	-0.219	62.637	0	127.564	159.219	spot	0.475	free	149.143	149.143	144.054	156.057	yes	spot-free
14	16	152.054	407.314	35.419	32.641	25.438	-0.359	0.438	65.888	0	81.194	280.642	Undefined	0.529	bound	143.551	143.551	144.698	156.727	yes	Undefined-bound
15	17	142.924	262.247	22.804	58.359	73.141	0.359	0.141	58.577	0	89.214	352.534	Undefined	0.462	free	133.020	133.020	144.729	156.759	yes	Undefined-free
16	18	144.890	321.303	27.939	74.984	17.000	-0.016	0.000	56.325	0	22.768	22.768	streak	0.447	free	129.449	129.449	144.866	156.902	yes	streak-free
17	19	135.163	325.214	28.280	44.000	35.000	0.000	0.000	66.205	0	22.768	22.768	streak	0.409	free	111.020	111.020	144.476	156.496	yes	streak-free
18	20	169.229	290.949	25.300	71.000	74.000	0.000	0.000	68.258	0	22.768	22.768	streak	0.425	free	150.796	150.796	145.829	157.905	yes	streak-free
19	21	143.883	309.385	26.903	21.000	72.000	0.000	0.000	54.868	0	25.865	22.768	streak	0.431	free	140.612	140.612	145.846	157.922	yes	streak-free
20	22	135.423	441.039	38.351	10.719	74.375	-0.281	0.375	64.897	0	99.738	90.630	streak	0.376	free	105.796	105.796	145.476	157.538	yes	streak-free
21	24	131.714	351.237	30.542	82.422	80.500	0.422	0.500	57.413	0	159.758	97.007	streak	0.431	free	102.796	102.796	144.417	156.434	yes	streak-free
22	25	138.572	393.249	34.196	7.594	52.000	-0.406	0.000	64.603	0	104.083	22.768	streak	0.435	free	117.265	117.265	144.275	156.286	yes	streak-free
23	29	141.878	542.405	47.166	40.375	84.469	0.375	0.469	62.360	0	86.736	84.745	streak	0.422	free	117.898	117.898	142.975	154.933	yes	streak-free
24	30	146.459	332.023	28.872	81.219	86.000	0.219	0.000	62.200	0	73.468	28.139	streak	0.372	free	117.755	117.755	143.182	155.148	yes	streak-free
25	31	151.733	270.804	23.548	54.000	80.000	0.000	0.000	71.274	0	22.768	22.768	streak	0.428	free	106.857	106.857	143.556	155.538	yes	streak-free
26	32	149.360	392.464	34.127	68.359	9.000	0.359	0.000	55.528	0	81.380	22.768	streak	0.399	free	138.714	138.714	143.826	155.819	yes	streak-free
27	35	140.526	467.627	40.663	27.469	60.219	0.469	0.219	61.344	0	73.865	202.829	Undefined	0.437	free	113.184	113.184	143.757	155.747	yes	Undefined-free
28	36	148.086	435.964	37.910	55.000	15.578	0.000	-0.422	61.685	0	22.768	83.565	streak	0.448	free	135.939	135.939	143.958	155.956	yes	streak-free
29	37	149.509	340.071	29.571	32.750	62.000	-0.250	0.000	64.040	0	70.260	22.768	streak	0.395	free	117.327	117.327	144.189	156.197	yes	streak-free
30	38	132.610	278.248	24.196	60.000	59.000	0.000	0.000	56.678	0	22.768	22.768	streak	0.365	free	108.959	108.959	143.924	155.920	yes	streak-free
31	39	132.608	355.225	30.889	14.000	79.734	0.000	-0.266	61.932	0	22.768	72.089	streak	0.404	free	117.633	117.633	143.673	155.660	yes	streak-free
32	42	134.419	126.677	11.015	87.672	48.359	-0.328	0.359	61.562	0	353.279	218.483	spot	0.419	free	129.184	129.184	143.485	155.464	no	spot-free
33	45	152.124	221.439	19.256	27.000	10.672	0.000	-0.328	53.496	0	25.467	311.164	Undefined	0.424	free	135.245	135.245	143.804	155.796	yes	Undefined-free
34	46	143.521	269.944	23.473	60.000	35.875	0.000	-0.125	63.037	0	22.768	70.312	streak	0.389	free	109.857	109.857	143.854	155.848	yes	streak-free
35	47	147.628	261.242	22.717	64.969	19.875	-0.031	-0.125	61.610	0	37.568	102.101	streak	0.445	free	119.102	119.102	144.003	156.003	yes	streak-free
36	48	158.384	419.617	36.488	75.000	68.453	0.000	0.453	58.491	0	22.768	79.586	streak	0.472	free	131.306	131.306	144.400	156.416	yes	streak-free
37	49	144.816	250.567	21.788	65.984	38.000	-0.016	0.000	55.348	0	22.768	22.768	streak	0.407	free	131.633	131.633	144.463	156.482	yes	streak-free
38	50	166.322	355.631	30.924	23.531	37.875	-0.469	-0.125	65.538	0	96.948	96.047	streak	0.458	free	127.694	127.694	145.012	157.054	yes	streak-free
39	51	159.521	230.058	20.005	58.000	50.984	0.000	-0.016	65.870	0	22.768	26.860	streak	0.406	free	127.143	127.143	145.386	157.443	yes	streak-free
40	53	149.762	239.255	20.805	88.984	18.000	-0.016	0.000	50.092	0	23.485	22.768	streak	0.394	free	122.000	122.000	145.531	157.594	yes	streak-free
41	55	166.528	218.523	19.002	14.984	91.000	-0.016	0.000	60.048	0	22.768	22.768	streak	0.439	free	133.878	133.878	146.026	158.111	yes	streak-free
42	56	127.520	235.866	20.510	40.281	54.703	0.281	-0.297	50.756	0	309.375	127.649	streak	0.412	free	124.592	124.592	145.689	157.759	yes	streak-free
43	58	134.779	246.551	21.439	45.984	26.000	-0.016	0.000	54.262	0	22.768	28.196	streak	0.329	free	121.531	121.531	145.513	157.576	yes	streak-free
44	59	150.864	230.007	20.001	77.906	38.000	-0.094	0.000	46.671	0	113.334	22.768	streak	0.347	free	142.837	142.837	145.666	157.735	yes	streak-free
45	60	139.785	253.090	22.008	12.000	34.703	0.000	-0.297	58.126	0	221.283	83.159	streak	0.398	free	118.939	118.939	145.596	157.662	yes	streak-free
46	61	133.770	233.321	20.289	76.984	55.000	-0.016	0.000	53.020	0	30.022	27.469	streak	0.335	free	121.449	121.449	145.413	157.471	yes	streak-free
47	65	138.221	139.617	12.141	53.859	71.922	-0.141	0.922	66.448	0	94.685	469.435	Undefined	0.418	free	124.735	124.735	143.309	155.280	no	Undefined-free
48	67	138.923	351.001	30.522	76.578	31.000	-0.422	0.000	45.795	0	84.891	31.657	streak	0.364	free	123.061	123.061	143.271	155.241	yes	streak-free
49	68	119.701	200.970	17.476	66.719	32.359	-0.281	0.359	54.446	0	116.188	223.242	Undefined	0.364	free	111.204	111.204	142.891	154.845	yes	Undefined-free
50	69	145.606	315.764	27.458	47.359	91.000	0.359	0.000	52.487	0	78.068	22.768	streak	0.394	free	127.878	127.878	142.979	154.936	yes	streak-free
51	72	130.020	247.739	21.543	91.172	81.000	0.172	0.000	53.641	0	70.632	22.768	streak	0.302	free	110.531	110.531	142.795	154.745	yes	streak-free
52	83	140.690	202.130	17.577	17.984	62.031	-0.016	0.031	56.783	0	23.485	30.931	streak	0.402	free	115.694	115.694	142.799	154.748	yes	streak-free
53	89	148.925	148.151	12.883	47.641	64.672	-0.359	-0.328	49.976	0	202.843	96.497	streak	0.356	free	128.592	128.592	142.939	154.895	no	streak-free
54	94	143.948	182.950	15.909	38.000	8.000	0.000	0.000	64.508	0	22.768	22.768	streak	0.379	free	128.551	128.551	142.993	154.951	yes	streak-free
