 	ROI	z	a	stoichiometry	xpos	ypos	x0	y0	Chi^2	Good?	wx	wy	streak or spot?	Correlation Coefficient	free or bound?	iFirst	iSecond	pthresh	realthreshold	Above threshold?	Shape-Binding
1	1	142.762	445.807	38.766	24.000	49.281	0.000	0.281	67.129	0	22.768	77.947	streak	0.494	free	116.388	116.388	145.062	157.107	yes	streak-free
2	2	132.497	431.587	37.529	9.000	74.719	0.000	-0.281	46.116	0	22.768	81.496	streak	0.428	free	134.245	134.245	139.930	151.759	yes	streak-free
3	3	125.708	273.450	23.778	29.578	54.656	-0.422	-0.344	63.075	0	111.022	347.266	Undefined	0.552	bound	132.735	132.735	135.956	147.616	yes	Undefined-bound
4	4	133.935	466.933	40.603	82.625	51.000	-0.375	0.000	52.026	0	83.814	22.768	streak	0.487	free	124.469	124.469	136.025	147.688	yes	streak-free
5	5	142.071	403.022	35.045	71.984	22.375	-0.016	0.375	64.073	0	154.433	78.226	streak	0.504	bound	123.082	123.082	137.694	149.429	yes	streak-bound
6	6	128.648	392.051	34.091	18.609	27.266	-0.391	0.266	58.735	0	92.518	185.938	Undefined	0.467	free	109.796	109.796	136.570	148.256	yes	Undefined-free
7	7	140.771	317.172	27.580	37.000	77.000	0.000	0.000	61.856	0	22.768	22.768	streak	0.468	free	110.714	110.714	137.499	149.225	yes	streak-free
8	8	123.916	415.381	36.120	61.281	87.000	0.281	0.000	57.722	0	141.706	23.306	streak	0.518	bound	109.408	109.408	136.088	147.754	yes	streak-bound
9	9	115.488	334.428	29.081	67.000	71.000	0.000	0.000	46.880	0	27.287	22.768	streak	0.391	free	92.347	92.347	134.055	145.633	yes	streak-free
10	10	151.320	299.771	26.067	46.984	57.000	-0.016	0.000	69.964	0	22.768	22.768	streak	0.453	free	106.755	106.755	136.012	147.674	yes	streak-free
11	12	134.452	305.592	26.573	89.000	17.000	0.000	0.000	42.715	0	22.768	26.623	streak	0.396	free	115.857	115.857	136.079	147.744	yes	streak-free
12	13	142.191	302.358	26.292	70.000	57.125	0.000	0.125	52.621	0	22.768	147.292	streak	0.452	free	131.551	131.551	136.780	148.475	yes	streak-free
13	14	150.317	288.611	25.097	13.000	68.984	0.000	-0.016	59.006	0	23.130	22.768	streak	0.470	free	126.306	126.306	137.998	149.745	yes	streak-free
14	15	127.461	269.162	23.405	60.875	71.484	-0.125	0.484	62.191	0	377.702	92.518	streak	0.513	bound	131.082	131.082	137.410	149.132	yes	streak-bound
15	16	139.774	352.384	30.642	26.000	9.297	0.000	0.297	59.768	0	22.768	87.249	streak	0.442	free	117.306	117.306	137.721	149.456	yes	streak-free
16	17	142.090	281.175	24.450	42.000	41.000	0.000	0.000	53.510	0	22.768	22.768	streak	0.441	free	129.020	129.020	138.138	149.891	yes	streak-free
17	18	149.627	348.889	30.338	83.484	87.438	0.484	0.438	68.028	0	102.465	113.648	streak	0.496	free	118.347	118.347	138.949	150.736	yes	streak-free
18	19	128.061	290.488	25.260	85.000	42.000	0.000	0.000	55.480	0	22.768	22.768	streak	0.402	free	107.265	107.265	138.472	150.239	yes	streak-free
19	20	130.411	338.965	29.475	20.719	20.000	-0.281	0.000	57.370	0	81.567	22.768	streak	0.426	free	113.776	113.776	138.168	149.923	yes	streak-free
20	21	132.382	269.701	23.452	30.438	38.000	-0.562	0.000	64.894	0	154.283	28.203	streak	0.493	free	130.224	130.224	137.994	149.741	yes	streak-free
