 	ROI	z	a	stoichiometry	xpos	ypos	x0	y0	Chi^2	Good?	wx	wy	streak or spot?	Correlation Coefficient	free or bound?	iFirst	iSecond	pthresh	realthreshold	Above threshold?	Shape-Binding
1	1	142.762	445.807	74.301	24.000	49.281	0.000	0.281	67.129	0	22.768	77.947	streak	0.494	free	116.388	116.388	143.962	155.961	yes	streak-free
2	2	132.497	431.587	71.931	9.000	74.719	0.000	-0.281	46.116	0	22.768	81.496	streak	0.428	free	134.245	134.245	138.830	150.612	yes	streak-free
3	3	125.708	273.450	45.575	29.578	54.656	-0.422	-0.344	63.075	0	111.022	347.266	Undefined	0.552	bound	132.735	132.735	134.856	146.468	yes	Undefined-bound
4	4	133.935	466.933	77.822	82.625	51.000	-0.375	0.000	52.026	0	83.814	22.768	streak	0.487	free	124.469	124.469	134.925	146.541	yes	streak-free
5	5	142.071	403.022	67.170	71.984	22.375	-0.016	0.375	64.073	0	154.433	78.226	streak	0.504	bound	123.082	123.082	136.594	148.282	yes	streak-bound
6	6	128.648	392.051	65.342	18.609	27.266	-0.391	0.266	58.735	0	92.518	185.938	Undefined	0.467	free	109.796	109.796	135.470	147.109	yes	Undefined-free
7	7	140.771	317.172	52.862	37.000	77.000	0.000	0.000	61.856	0	22.768	22.768	streak	0.468	free	110.714	110.714	136.399	148.078	yes	streak-free
8	8	123.916	415.381	69.230	61.281	87.000	0.281	0.000	57.722	0	141.706	23.306	streak	0.518	bound	109.408	109.408	134.988	146.607	yes	streak-bound
9	9	115.488	334.428	55.738	67.000	71.000	0.000	0.000	46.880	0	27.287	22.768	streak	0.391	free	92.347	92.347	132.955	144.486	yes	streak-free
10	10	151.320	299.771	49.962	46.984	57.000	-0.016	0.000	69.964	0	22.768	22.768	streak	0.453	free	106.755	106.755	134.912	146.527	yes	streak-free
11	12	134.452	305.592	50.932	89.000	17.000	0.000	0.000	42.715	0	22.768	26.623	streak	0.396	free	115.857	115.857	134.979	146.597	yes	streak-free
12	13	142.191	302.358	50.393	70.000	57.125	0.000	0.125	52.621	0	22.768	147.292	streak	0.452	free	131.551	131.551	135.680	147.328	yes	streak-free
13	14	150.317	288.611	48.102	13.000	68.984	0.000	-0.016	59.006	0	23.130	22.768	streak	0.470	free	126.306	126.306	136.898	148.599	yes	streak-free
14	15	127.461	269.162	44.860	60.875	71.484	-0.125	0.484	62.191	0	377.702	92.518	streak	0.513	bound	131.082	131.082	136.310	147.985	yes	streak-bound
15	16	139.774	352.384	58.731	26.000	9.297	0.000	0.297	59.768	0	22.768	87.249	streak	0.442	free	117.306	117.306	136.621	148.309	yes	streak-free
16	17	142.090	281.175	46.863	42.000	41.000	0.000	0.000	53.510	0	22.768	22.768	streak	0.441	free	129.020	129.020	137.038	148.744	yes	streak-free
17	18	149.627	348.889	58.148	83.484	87.438	0.484	0.438	68.028	0	102.465	113.648	streak	0.496	free	118.347	118.347	137.849	149.590	yes	streak-free
18	19	128.061	290.488	48.415	85.000	42.000	0.000	0.000	55.480	0	22.768	22.768	streak	0.402	free	107.265	107.265	137.372	149.092	yes	streak-free
19	20	130.411	338.965	56.494	20.719	20.000	-0.281	0.000	57.370	0	81.567	22.768	streak	0.426	free	113.776	113.776	137.068	148.776	yes	streak-free
20	21	132.382	269.701	44.950	30.438	38.000	-0.562	0.000	64.894	0	154.283	28.203	streak	0.493	free	130.224	130.224	136.894	148.594	yes	streak-free
21	24	137.336	259.511	43.252	17.984	10.219	-0.016	0.219	49.479	0	22.768	136.609	streak	0.385	free	130.959	130.959	136.596	148.283	yes	streak-free
22	25	127.494	274.869	45.811	67.984	79.000	-0.016	0.000	48.690	0	23.485	22.768	streak	0.406	free	100.429	100.429	136.266	147.940	yes	streak-free
23	26	132.756	267.106	44.518	24.000	83.016	0.000	0.016	63.534	0	29.546	26.522	streak	0.452	free	111.143	111.143	136.174	147.843	yes	streak-free
24	27	136.563	316.784	52.797	73.000	34.250	0.000	0.250	65.447	0	22.768	76.364	streak	0.420	free	97.000	97.000	136.235	147.907	yes	streak-free
25	28	135.437	298.186	49.698	53.703	22.000	-0.297	0.000	49.347	0	114.591	25.267	streak	0.379	free	106.000	106.000	136.250	147.923	yes	streak-free
26	29	126.042	213.122	35.520	24.984	75.094	-0.016	0.094	65.231	0	22.768	210.709	Undefined	0.436	free	89.102	89.102	135.928	147.587	yes	Undefined-free
27	30	125.139	261.191	43.532	30.000	47.000	0.000	0.000	45.921	0	22.768	22.768	streak	0.333	free	103.429	103.429	135.598	147.242	yes	streak-free
28	31	114.150	155.776	25.963	50.266	40.688	0.266	-0.312	52.918	0	461.410	145.998	streak	0.466	free	114.408	114.408	134.923	146.538	yes	streak-free
29	32	136.266	181.137	30.190	19.000	73.969	0.000	-0.031	62.129	0	28.139	276.718	Undefined	0.454	free	110.918	110.918	135.005	146.624	yes	Undefined-free
