ROI	z	a	stoichiometry	xpos	ypos	x0	y0	Chi^2	Good?	wx	wy	streak or spot?	Correlation Coefficient	free or bound?	iFirst	iSecond	pthresh	realthreshold	Above threshold?	Shape-Binding
1	102.395	498.791	43.373	73.781	63.734	-0.219	-0.266	44.445	0	81.340	81.331	streak	0.581	bound	92.694	92.694	104.695	114.927	yes	streak-bound
2	94.810	345.203	30.018	79.250	48.750	0.250	-0.250	39.279	0	82.789	83.441	streak	0.497	free	90.367	90.367	100.902	110.947	yes	streak-free
3	92.192	279.361	24.292	83.750	65.016	-0.250	0.016	38.066	0	92.643	29.077	streak	0.489	free	83.694	83.694	98.766	108.704	yes	streak-free
4	95.981	222.046	19.308	80.984	24.000	-0.016	0.000	46.919	0	23.127	22.768	streak	0.479	free	78.959	78.959	98.644	108.576	yes	streak-free
5	92.231	409.502	35.609	48.297	20.391	0.297	0.391	35.016	0	77.576	87.141	streak	0.436	free	88.837	88.837	97.822	107.712	yes	streak-free
6	93.694	304.139	26.447	27.000	82.375	0.000	0.375	30.785	0	22.768	87.419	streak	0.441	free	85.898	85.898	97.517	107.392	yes	streak-free
7	86.536	224.139	19.490	21.000	87.000	0.000	0.000	39.907	0	22.768	22.768	streak	0.433	free	68.490	68.490	96.277	106.089	yes	streak-free
9	104.911	169.222	14.715	47.000	9.562	-1.000	-0.438	38.178	0	324.839	92.518	streak	0.458	free	104.551	104.551	96.291	106.103	yes	streak-free
10	93.172	214.624	18.663	56.000	17.016	0.000	0.016	40.274	0	22.768	141.724	streak	0.505	bound	78.469	78.469	96.209	106.017	yes	streak-bound
12	98.231	208.450	18.126	21.875	9.000	-0.125	0.000	36.601	0	64.746	22.768	streak	0.443	free	83.347	83.347	95.608	105.386	yes	streak-free
13	94.874	216.746	18.848	16.000	13.156	0.000	0.156	40.844	0	22.768	133.301	streak	0.464	free	81.408	81.408	95.728	105.512	yes	streak-free
14	90.202	258.370	22.467	43.000	32.297	0.000	0.297	49.572	0	22.768	80.202	streak	0.504	bound	71.429	71.429	95.498	105.270	yes	streak-bound
15	93.457	257.139	22.360	25.000	29.297	0.000	0.297	40.868	0	22.768	78.790	streak	0.452	free	79.571	79.571	95.515	105.288	yes	streak-free
16	85.791	289.309	25.157	65.656	43.000	-0.344	0.000	36.627	0	80.040	22.768	streak	0.422	free	77.694	77.694	95.051	104.801	yes	streak-free
17	86.866	202.900	17.644	24.984	15.000	-0.016	0.000	39.311	0	23.485	25.865	streak	0.441	free	70.612	70.612	94.705	104.437	yes	streak-free
18	105.000	251.294	21.852	72.000	75.344	0.000	0.344	37.457	0	22.768	79.250	streak	0.464	free	95.224	95.224	95.405	105.172	yes	streak-free
19	91.858	196.710	17.105	22.000	60.156	0.000	0.156	39.168	0	22.768	128.142	streak	0.481	free	83.653	83.653	95.339	105.103	yes	streak-free
20	88.686	195.018	16.958	47.984	47.000	-0.016	0.000	29.195	0	23.485	22.768	streak	0.408	free	81.245	81.245	95.121	104.874	yes	streak-free
21	87.005	196.786	17.112	59.094	23.984	0.094	-0.016	36.074	0	112.557	30.675	streak	0.398	free	77.102	77.102	94.844	104.583	yes	streak-free
22	90.579	276.928	24.081	82.000	89.641	0.000	-0.359	38.820	0	28.623	79.468	streak	0.451	free	82.224	82.224	94.755	104.489	yes	streak-free
23	95.785	183.440	15.951	56.000	69.984	0.000	-0.016	39.373	0	22.768	27.058	streak	0.395	free	84.347	84.347	94.900	104.641	yes	streak-free
24	80.105	198.945	17.300	83.984	73.000	-0.016	0.000	35.811	0	22.768	23.130	streak	0.392	free	77.490	77.490	94.379	104.094	yes	streak-free
25	91.576	313.871	27.293	34.703	23.516	-0.297	-0.484	42.674	0	89.126	90.572	streak	0.458	free	82.204	82.204	94.359	104.073	yes	streak-free
26	87.757	185.111	16.097	56.000	52.000	0.000	0.000	28.774	0	22.768	22.768	streak	0.363	free	75.755	75.755	94.194	103.899	yes	streak-free
27	88.124	185.654	16.144	7.984	69.000	-0.016	0.000	37.705	0	22.768	22.768	streak	0.428	free	76.388	76.388	94.054	103.752	yes	streak-free
28	88.900	186.535	16.220	40.984	73.031	-0.016	0.031	38.742	0	27.042	29.230	streak	0.382	free	69.714	69.714	93.952	103.645	yes	streak-free
33	85.311	179.773	15.632	71.000	57.000	0.000	0.000	34.951	0	22.768	22.768	streak	0.323	free	65.980	65.980	93.165	102.818	yes	streak-free
34	94.040	169.781	14.764	63.000	76.031	0.000	0.031	44.364	0	22.768	111.884	streak	0.423	free	68.102	68.102	93.262	102.919	yes	streak-free
37	95.948	164.757	14.327	32.984	16.000	-0.016	0.000	38.104	0	22.768	22.768	streak	0.435	free	80.980	80.980	93.408	103.073	yes	streak-free
39	100.187	130.822	11.376	87.375	45.984	0.375	-0.016	39.106	0	217.807	23.485	streak	0.444	free	91.122	91.122	93.295	102.954	yes	streak-free
40	82.013	175.647	15.274	33.000	66.000	0.000	0.000	33.976	0	22.768	22.768	streak	0.314	free	57.837	57.837	93.052	102.698	yes	streak-free
41	78.951	218.351	18.987	47.000	78.266	0.000	0.266	32.474	0	22.768	78.847	streak	0.354	free	68.041	68.041	92.741	102.372	yes	streak-free
42	97.354	257.720	22.410	58.156	33.422	0.156	0.422	34.894	0	99.310	83.159	streak	0.466	free	94.082	94.082	92.919	102.558	yes	streak-free
44	87.654	275.025	23.915	21.000	80.469	0.000	0.469	38.690	0	30.697	91.073	streak	0.425	free	75.265	75.265	92.667	102.294	yes	streak-free
45	80.656	127.453	11.083	33.562	90.922	-0.438	-0.078	33.179	0	319.371	83.753	streak	0.411	free	78.939	78.939	92.436	102.051	yes	streak-free
46	96.284	292.790	25.460	80.000	9.547	0.000	-0.453	44.894	0	22.768	81.390	streak	0.474	free	80.245	80.245	92.579	102.201	yes	streak-free
47	82.239	198.945	17.300	24.250	73.984	0.250	-0.016	29.675	0	132.275	22.768	streak	0.427	free	78.959	78.959	92.397	102.009	yes	streak-free
48	92.639	176.191	15.321	51.234	86.000	0.234	0.000	41.217	0	73.855	22.768	streak	0.405	free	67.102	67.102	92.453	102.068	yes	streak-free
51	75.693	136.260	11.849	24.859	45.016	-0.141	0.016	29.849	0	261.155	26.244	streak	0.364	free	65.796	65.796	92.139	101.738	yes	streak-free
52	90.031	159.246	13.848	59.000	42.000	0.000	0.000	37.046	0	22.768	22.768	streak	0.383	free	71.286	71.286	92.143	101.742	yes	streak-free
53	84.942	165.313	14.375	69.000	81.094	0.000	0.094	37.403	0	22.768	93.627	streak	0.360	free	60.469	60.469	92.041	101.634	yes	streak-free
54	96.088	237.739	20.673	71.000	11.406	0.000	0.406	39.034	0	22.768	81.817	streak	0.448	free	85.551	85.551	92.170	101.771	yes	streak-free
55	85.444	160.594	13.965	14.000	49.000	0.000	0.000	34.716	0	22.768	22.768	streak	0.390	free	65.286	65.286	92.082	101.678	yes	streak-free
56	76.759	102.794	8.939	90.203	38.219	0.203	0.219	34.617	0	131.663	492.580	Undefined	0.405	free	69.429	69.429	91.826	101.409	yes	Undefined-free
57	84.097	158.667	13.797	84.000	36.000	0.000	0.000	38.508	0	22.768	22.768	streak	0.364	free	70.735	70.735	91.722	101.299	yes	streak-free
58	94.104	149.183	12.972	48.016	55.000	0.016	0.000	39.271	0	23.485	28.196	streak	0.461	free	81.224	81.224	91.810	101.392	yes	streak-free
61	95.801	145.618	12.662	63.984	12.000	-0.016	0.000	40.627	0	22.768	22.768	streak	0.430	free	78.816	78.816	91.214	100.764	yes	streak-free
